module,genes,contains_Atf3,end_WT,end_KO,end_ratio_KO_over_WT,reduces_end_lt_70pct,delta_traj_WT,delta_traj_KO,blocks_traj_change,bootstrap_KO_end_lt_WT_p,pass_primary
SNIIC1_full,"Atf3,Gfra3,Gal",True,1.540632969861229,0.0,0.0,True,-0.0787613674749934,0.0,True,0.001996007984031936,True
SNIIC1_noAtf3,"Gfra3,Gal",False,0.775528506077826,0.0,0.0,True,-0.050010887421667594,0.0,True,0.001996007984031936,True
SNIIC2_full,"Atf3,Mrgprd",True,2.302893351316452,1.2184807056188582,0.5291086123994028,True,-0.055953286960721105,-0.0012279295921326927,True,0.001996007984031936,True
SNIIC2_noAtf3,Mrgprd,False,1.5349448052048684,2.4369614112377165,1.5876540986843213,False,0.02435575366020215,-0.0024558591842653854,True,1.0,True
SNIIC3_full,"Atf3,S100b,Gal",True,2.0096600330248475,0.0,0.0,True,-0.09843958277255282,0.0,True,0.001996007984031936,True
SNIIC3_noAtf3,"S100b,Gal",False,0.9484781686216592,0.0,0.0,True,-0.060616837963461956,0.0,True,0.001996007984031936,True
Atf3_alone,Atf3,True,3.0708418974280356,0.0,0.0,True,-0.13626232758164436,0.0,True,0.001996007984031936,True
