gene_idx,U,pval,mean_late,mean_control,log1p_diff,n_late,n_control,gene,pval_adj,significant
298,38774076.5,1.9608449858970667e-41,0.1210734810410216,0.19402340256202655,-0.07294992152100495,15298,5509,Zfp804a,7.596191269728721e-41,False
452,39755497.0,2.0797028170896753e-41,0.08003996799619774,0.1518301946164176,-0.07179022662021987,15298,5509,Gpc3,8.045243571061191e-41,False
2214,37923373.5,2.2813306107527283e-41,0.27979921381148354,0.44453212884951193,-0.1647329150380284,15298,5509,Car10,8.812767260464283e-41,True
921,40573554.5,3.8110158831869597e-41,0.019119440189823738,0.05428173516706793,-0.035162294977244185,15298,5509,Gm43341,1.470116846335167e-40,False
1522,39556035.5,4.103473309896766e-41,0.06110299279581644,0.13388818940965105,-0.07278519661383462,15298,5509,Tpd52l1,1.580704155291219e-40,False
1396,37964839.0,5.21008691915492e-41,0.25466515231852355,0.3643823861925207,-0.10971723387399718,15298,5509,Gm2115,2.004161423894333e-40,True
2490,39099882.0,6.300836579417257e-41,0.09934959747400668,0.17132719613061528,-0.0719775986566086,15298,5509,Ston2,2.4203353995373873e-40,False
2240,43580166.5,6.32800400219717e-41,0.03442079961937574,0.0017711572050023681,0.032649642414373375,15298,5509,Krt19,2.4273619840125187e-40,False
391,37630493.0,8.903277213377615e-41,0.3927931224896576,0.5695493803861688,-0.17675625789651117,15298,5509,Pkig,3.4104290166089325e-40,True
627,37477336.5,1.4117390184987995e-40,0.4504773770311632,0.6205268932591462,-0.17004951622798303,15298,5509,Ppm1j,5.400148553278625e-40,True
835,37312744.0,2.3151305725012933e-40,0.7534036045088965,0.9444246853580853,-0.19102108084918878,15298,5509,Id3,8.843410776244464e-40,True
2376,38071024.0,2.9462551610045215e-40,0.31328154871868474,0.4991345806998298,-0.18585303198114506,15298,5509,Dapk1,1.123850469365044e-39,True
580,38519631.0,3.741605265412245e-40,0.19290230710934453,0.33862329923309104,-0.1457209921237465,15298,5509,Tmem79,1.4252493594571714e-39,True
165,38729102.5,3.8329158948586065e-40,0.22264388307416283,0.35969846640307435,-0.13705458332891152,15298,5509,Rgs5,1.4580006915769524e-39,True
2992,39052994.0,4.14450800120602e-40,0.11018004452319488,0.18617803851150572,-0.07599799398831084,15298,5509,Dusp5,1.574337414347009e-39,False
2741,37128253.5,4.5308753234488626e-40,1.296047861385031,1.5536927358536996,-0.25764487446866857,15298,5509,Lix1,1.7187162287978696e-39,True
374,38621518.5,5.750294223627704e-40,0.20410441890301137,0.297464330108956,-0.09335991120594464,15298,5509,Id1,2.178262424047337e-39,False
528,40000700.5,6.2650543719628544e-40,0.03982706197629339,0.09086091808443786,-0.05103385610814447,15298,5509,Cpb1,2.3699756165032376e-39,False
422,38759156.5,6.341072731374152e-40,0.1652586773928541,0.2709644135907728,-0.10570573619791868,15298,5509,Myt1,2.3954190497663405e-39,True
196,38329722.0,6.471631591429241e-40,0.25102178553034615,0.3890355984144018,-0.13801381288405562,15298,5509,Pld5,2.441367227939169e-39,True
2105,37182097.0,6.50221178064569e-40,1.0961077894361102,1.4415173736403486,-0.3454095842042384,15298,5509,Ebf1,2.4495246859594993e-39,True
887,44961022.5,7.960537944295181e-40,0.11802171896911462,0.06164481249485478,0.05637690647425984,15298,5509,Fgl2,2.994782844243098e-39,False
2187,40430619.5,1.0850082200625952e-39,0.029715039280737196,0.07518561378066341,-0.04547057449992621,15298,5509,Ccl1,4.076232804768129e-39,False
838,45014365.5,1.3378419625641413e-39,0.30786133439370084,0.14901693710569666,0.15884439728800417,15298,5509,C1qa,5.0192013273154005e-39,True
1116,40538474.5,1.3848691533716082e-39,0.020676393906132687,0.052765435730103824,-0.03208904182397114,15298,5509,C530044C16Rik,5.18851662256349e-39,False
2613,37460457.5,1.4572418888481538e-39,0.5786337361714442,0.7760257342256404,-0.19739199805419616,15298,5509,Cacnb3,5.452197764705473e-39,True
2716,39957936.0,1.568390495145882e-39,0.0434454451127865,0.09668655552577361,-0.05324111041298711,15298,5509,Btg3,5.8600382571365944e-39,False
2218,37903780.5,1.8250183877580423e-39,0.34671102706491436,0.5152742103413901,-0.16856318327647574,15298,5509,Samd14,6.809584298114933e-39,True
614,38183563.0,2.0304191055309148e-39,0.2631222627510134,0.3786119101643338,-0.1154896474133204,15298,5509,Sv2a,7.565662470881542e-39,True
2378,40737336.5,4.66103082005482e-39,0.016927915203581164,0.06203749959696667,-0.04510958439338551,15298,5509,Fbp2,1.734410788142848e-38,False
386,40254651.0,5.73467357554969e-39,0.03334728608849035,0.07138552326663,-0.03803823717813965,15298,5509,Lbp,2.1308955925746026e-38,False
873,38107138.5,5.742120847266845e-39,0.2936036943330237,0.4293332662479951,-0.13572957191497143,15298,5509,9330182L06Rik,2.1308955925746026e-38,True
1958,40884064.0,6.31792952917177e-39,0.011400133792832893,0.03810357301765944,-0.026703439224826545,15298,5509,Gm6980,2.3414007130467196e-38,False
2718,38761716.5,1.0239261439587191e-38,0.13736224789524107,0.22072502013397916,-0.08336277223873809,15298,5509,Ncam2,3.7894966220935e-38,False
1438,38458994.0,1.1304460606876603e-38,0.17284565395271578,0.24874417026609624,-0.07589851631338046,15298,5509,Hs3st2,4.178067535109123e-38,False
2432,38656791.5,1.2044266493587394e-38,0.15884932587258166,0.24715075839976308,-0.08830143252718142,15298,5509,Kcns3,4.445488375163498e-38,False
1375,37246097.0,1.3875634028001717e-38,1.1367542780435769,1.4265273536291152,-0.28977307558553833,15298,5509,Ndn,5.114536262342951e-38,True
2571,46214636.0,1.4166404628522816e-38,0.5032761157833361,0.3448759087918143,0.1584002069915218,15298,5509,Ly6e,5.214685956798102e-38,True
2895,40674130.5,1.4881485505035837e-38,0.015127498845477974,0.044394487356832185,-0.02926698851135421,15298,5509,Cidea,5.470546082832394e-38,False
1218,39388124.0,1.503287838396505e-38,0.08462496813736732,0.14736484681205048,-0.06273987867468316,15298,5509,Pianp,5.518781527536163e-38,False
1596,40451898.5,1.5444034742668353e-38,0.02657793225164732,0.06881339505868331,-0.04223546280703599,15298,5509,Hal,5.662122656997044e-38,False
2607,38483884.5,1.6426131242121036e-38,0.19456011868020442,0.2953281712132313,-0.10076805253302687,15298,5509,Tmem117,6.014119002302682e-38,True
1806,46885457.5,2.0756209776290464e-38,0.7131946971135035,0.6002389263542979,0.1129557707592056,15298,5509,AC160336.1,7.58933606125059e-38,True
2592,39339654.5,2.203063972111692e-38,0.08495276009328356,0.15029363697827705,-0.06534087688499349,15298,5509,1700001L05Rik,8.044566039686886e-38,False
1628,38706495.0,2.5613157095438336e-38,0.17715065722030104,0.260561187258946,-0.08341053003864496,15298,5509,Grip1,9.340264620803179e-38,False
2634,37243753.0,2.978417095710166e-38,1.3863467651583992,1.650087536636664,-0.2637407714782649,15298,5509,Prr13,1.0846831899823308e-37,True
2869,37477010.5,2.9963662377951496e-38,0.6176239435919978,0.8337748902294004,-0.21615094663740264,15298,5509,Eif1a,1.0897688378151243e-37,True
1076,45677200.5,3.457113616767465e-38,0.2469315512751111,0.14773553102627057,0.09919602024884053,15298,5509,Tes,1.2556714132614896e-37,False
640,39198542.5,3.814002182660875e-38,0.10072526476439854,0.17674943873104385,-0.0760241739666453,15298,5509,Vav3,1.3834610039227447e-37,False
762,44783410.0,4.308849658350519e-38,0.1152177548317595,0.05231486279788752,0.06290289203387198,15298,5509,Pappa,1.5608879225945258e-37,False
283,38325889.0,4.356881461767958e-38,0.21900840996220994,0.3109547394574591,-0.09194632949524917,15298,5509,B3galt1,1.5761998409967413e-37,False
2906,38507266.5,4.4471305710441086e-38,0.19881106268710563,0.29336514057000845,-0.09455407788290282,15298,5509,Tshz1,1.606724189142092e-37,False
205,39133120.0,6.894138307636177e-38,0.09986678734798249,0.15761191955813372,-0.057745132210151234,15298,5509,Esrrg,2.4875287956972224e-37,False
58,37508281.5,9.696293561843117e-38,0.5601602880645924,0.7325924146563125,-0.17243212659172014,15298,5509,Resp18,3.4939872057497923e-37,True
958,45488903.0,1.107005618564897e-37,0.17006146716537654,0.1284137592951367,0.04164770787023983,15298,5509,Smr2,3.983763640493412e-37,False
2345,45710166.5,1.1116606851662226e-37,0.2220523291990015,0.13436972841737324,0.08768260078162826,15298,5509,Slc22a23,3.995258835649959e-37,False
760,39675547.5,1.9762958722684737e-37,0.060471825570703144,0.1049535595750194,-0.04448173400431625,15298,5509,Whrn,7.0933979142444554e-37,False
