branch,end_label,n_start_core,n_end_core,reported_total_action,path_degenerate,flow_mismatch_mean,success,total_action,action_mismatch,action_potential,frac_mismatch,path_length,action_per_length,mismatch_per_length,U_per_length,mean_U_along_path,max_U_along_path,n_segments,endpoint_distance,reported_vs_recomputed,geodesic_length,action_minus_geodesic
AT1,AT1 cells,44,10,-0.34831744934295666,False,0.00012977892440069666,True,-0.34831744934295666,0.00025955784880139326,-0.34857700719175805,-0.0007451761296799981,0.007979957938371569,-43.64903324465844,0.03252621765752815,-43.68155946231597,-0.34857700719175816,-0.3484953606043448,11,0.0013574546138086095,0.0,0.0013574546138086095,-0.34967490395676526
Fibro,Fibroblast_pathology,44,219,102.64084870457928,True,45.53532199137063,True,90.66908523716722,91.07064398274125,-0.4015587455740325,1.0044288386115694,18.308942675790497,4.952174838422368,4.9741072215580155,-0.021932383135646855,-0.40155874557403254,-0.3418537378311157,11,18.221680923230526,11.97176346741206,18.221680923230526,84.41916778134876
